Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
420	Ultima: Veritas	Constructs that have awakened their Ultima rank get 3 Signal Orbs at the start of battle.	Ring device developed by the Science Council and customized for each individual construct. The internal nanomachines help Constructs perform high-frequency computing to generate Signal Orbs immediately.	Assets/Product/Texture/Image/IconTools/IconSkillRelease01.png	Assets/Product/Texture/Image/IconToolsSp/IconSkillRelease01Sp.png	1	5	50	999	999						1	10																		
421	Ultima: Silverfang	Constructs that have awakened their Ultima rank get 3 Signal Orbs at the start of battle.	Ring device developed by the Science Council and customized for each individual construct. The internal nanomachines help Constructs perform high-frequency computing to generate Signal Orbs immediately.	Assets/Product/Texture/Image/IconTools/IconSkillRelease07.png	Assets/Product/Texture/Image/IconToolsSp/IconSkillRelease07Sp.png	1	5	50	999	999						1	10																		
422	Ultima: Arclight	Constructs that have awakened their Ultima rank get 3 Signal Orbs at the start of battle.	Ring device developed by the Science Council and customized for each individual construct. The internal nanomachines help Constructs perform high-frequency computing to generate Signal Orbs immediately.	Assets/Product/Texture/Image/IconTools/IconSkillRelease01.png	Assets/Product/Texture/Image/IconToolsSp/IconSkillRelease01Sp.png	1	5	50	999	999						1	10																		
423	Ultima: Plume	Constructs that have awakened their Ultima rank get 3 Signal Orbs at the start of battle.	Ring device developed by the Science Council and customized for each individual construct. The internal nanomachines help Constructs perform high-frequency computing to generate Signal Orbs immediately.	Assets/Product/Texture/Image/IconTools/IconSkillRelease03.png	Assets/Product/Texture/Image/IconToolsSp/IconSkillRelease03Sp.png	1	5	50	999	999						1	10																		
424	Ultima: Rozen	Constructs that have awakened their Ultima rank get 3 Signal Orbs at the start of battle.	Ring device developed by the Science Council and customized for each individual construct. The internal nanomachines help Constructs perform high-frequency computing to generate Signal Orbs immediately.	Assets/Product/Texture/Image/IconTools/IconSkillRelease07.png	Assets/Product/Texture/Image/IconToolsSp/IconSkillRelease07Sp.png	1	5	50	999	999						1	10																		
425	Ultima: Crocotta	Transcendants that have awakened their Ultima rank get 3 Signal Orbs at the start of battle.	Ring device developed by the Science Council and customized for each individual transcendant. The internal nanomachines help Transcendants perform high-frequency computing to generate Signal Orbs immediately.	Assets/Product/Texture/Image/IconTools/IconSkillRelease06.png	Assets/Product/Texture/Image/IconToolsSp/IconSkillRelease06Sp.png	1	5	50	999	999						1	10																		
501	Inver-Shard - Palefire	Lee's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1011001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1011001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
502	Inver-Shard - Lotus	Lucia's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1021001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1021001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
503	Inver-Shard - Eclipse	Liv's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1031001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1031001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
504	Inver-Shard - Zero	Bianca's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1041001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1041001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
505	Inver-Shard - Storm	Nanami's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1051001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1051001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
506	Inver-Shard - Bastion	Kamui's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1061001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1061001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
507	Inver-Shard - Blast	Karenina's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1071001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1071001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
508	Inver-Shard - Nightblade	Watanabe's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1081001.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1081001Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
512	Inver-Shard - Dawn	Lucia's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1021002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1021002Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
513	Inver-Shard - Lux	Liv's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1031002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1031002Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
515	Inver-Shard - Pulse	Nanami's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1051003.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1051003Sp.png	8	4	50	999	999						35	5					10012	30001												
516	Inver-Shard - Tenebrion	Kamui's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1061002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1061002Sp.png	8	4	50	999	999						35	5					10012	30001												
517	Inver-Shard - Ember	Karenina's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1071002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1071002Sp.png	8	4	50	999	999						35	5					10012	30001												
522	Inver-Shard - Crimson Abyss	Lucia's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1021003.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1021003Sp.png	8	4	50	999	999						35	5					10012	30001												
523	Inver-Shard - Luminance	Liv's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1031003.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1031003Sp.png	8	4	50	999	999						35	5					10012	30001												
521	Inver-Shard - Entropy	Lee's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1011002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1011002Sp.png	8	4	50	999	999						35	5					10012	30001												
528	Inver-Shard - Astral	Watanabe's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1081003.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1081003Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
509	Inver-Shard - Brilliance	Ayla's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1091002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1091002Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
514	Inver-Shard - Veritas	Bianca's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1041003.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1041003Sp.png	8	4	50	999	999						35	5					10012	30001												
531	Inver-Shard - Silverfang	Sophia's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1101002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1101002Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
539	Inver-Shard - Arclight	Chrome's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1201002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1201002Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
532	Inver-Shard - Plume	Lucia's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding construct.	Assets/Product/Texture/Image/IconTools/IconTools1021004.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1021004Sp.png	8	4	50	999	999						35	5					10012	30001												
533	Inver-Shard - Rozen	Vera's Inver-Shard. Collect a sufficient amount to link with the Construct.	Construct Memory can be recycled into Inver-Shards. Collect Inver-Shards to link with the corresponding Construct.	Assets/Product/Texture/Image/IconTools/IconTools1131002.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1131002Sp.png	8	4	50	999	999						34	5					10011	10012	30001											
534	Transcendant Shard - Crocotta	Camu's Transcendant Shard. Collect a sufficient amount to link with the Transcendant.	Transcendant Memory can be recycled into Transcendant Shards. Collect Transcendant Shards to link with the corresponding Transcendant.	Assets/Product/Texture/Image/IconTools/IconTools1511003.png	Assets/Product/Texture/Image/IconToolsSp/IconTools1511003Sp.png	8	4	50	999	999						48	5					10012													
